Collected At,Store Name,Address,Store Phone,Owner Phone,Delivery Type,Volume (L),Price per Liter (KRW),Total Price (KRW),Collected By
2024-09-01,Han's BBQ,"Seongbuk-gu, Seoul, South Korea, Store Road 16",02-7964-5238,010-3813-5305,MEDIUM,18.1,1500,27150,Park Ji Hye
2024-09-04,Han's BBQ,"Seongbuk-gu, Seoul, South Korea, Store Road 16",02-7964-5238,010-3813-5305,MEDIUM,11.7,1600,18720,Choi Cheong So
2024-09-07,Han's BBQ,"Seongbuk-gu, Seoul, South Korea, Store Road 16",02-7964-5238,010-3813-5305,MEDIUM,17.3,1500,25950,Kim Jung Je
2024-09-12,Han's BBQ,"Seongbuk-gu, Seoul, South Korea, Store Road 16",02-7964-5238,010-3813-5305,MEDIUM,11.2,1300,14559,Hong Soo Geo
2024-10-01,Han's BBQ,"Seongbuk-gu, Seoul, South Korea, Store Road 16",02-7964-5238,010-3813-5305,MEDIUM,14.8,1600,23680,Hong Soo Geo
2024-10-30,Han's BBQ,"Seongbuk-gu, Seoul, South Korea, Store Road 16",02-7964-5238,010-3813-5305,MEDIUM,10.8,1600,17280,Park Ji Hye
2024-11-02,Han's BBQ,"Seongbuk-gu, Seoul, South Korea, Store Road 16",02-7964-5238,010-3813-5305,MEDIUM,10.5,1500,15750,Hong Soo Geo
2024-11-05,Han's BBQ,"Seongbuk-gu, Seoul, South Korea, Store Road 16",02-7964-5238,010-3813-5305,MEDIUM,14.3,1600,22880,Lee Jeong Hwa
2024-12-15,Han's BBQ,"Seongbuk-gu, Seoul, South Korea, Store Road 16",02-7964-5238,010-3813-5305,MEDIUM,21.3,1300,27690,Lee Jeong Hwa
2024-12-25,Han's BBQ,"Seongbuk-gu, Seoul, South Korea, Store Road 16",02-7964-5238,010-3813-5305,MEDIUM,10.3,1500,15450,Hong Soo Geo
2024-12-28,Han's BBQ,"Seongbuk-gu, Seoul, South Korea, Store Road 16",02-7964-5238,010-3813-5305,MEDIUM,15.3,1500,22950,Hong Soo Geo
2025-01-03,Han's BBQ,"Seongbuk-gu, Seoul, South Korea, Store Road 16",02-7964-5238,010-3813-5305,MEDIUM,23.2,1500,34800,Lee Jeong Hwa
2025-01-18,Han's BBQ,"Seongbuk-gu, Seoul, South Korea, Store Road 16",02-7964-5238,010-3813-5305,MEDIUM,15.5,1600,24800,Hong Soo Geo
2025-01-30,Han's BBQ,"Seongbuk-gu, Seoul, South Korea, Store Road 16",02-7964-5238,010-3813-5305,MEDIUM,18.2,1500,27300,Park Ji Hye
2025-02-07,Han's BBQ,"Seongbuk-gu, Seoul, South Korea, Store Road 16",02-7964-5238,010-3813-5305,MEDIUM,21.4,1600,34240,Park Ji Hye
2025-02-21,Han's BBQ,"Seongbuk-gu, Seoul, South Korea, Store Road 16",02-7964-5238,010-3813-5305,MEDIUM,10.7,1600,17120,Hong Soo Geo
2025-03-22,Han's BBQ,"Seongbuk-gu, Seoul, South Korea, Store Road 16",02-7964-5238,010-3813-5305,MEDIUM,18.2,1300,23660,Kim Jung Je
2025-04-21,Han's BBQ,"Seongbuk-gu, Seoul, South Korea, Store Road 16",02-7964-5238,010-3813-5305,MEDIUM,10.5,1300,13650,Park Ji Hye
2025-04-25,Han's BBQ,"Seongbuk-gu, Seoul, South Korea, Store Road 16",02-7964-5238,010-3813-5305,MEDIUM,17.4,1300,22619,Park Ji Hye
2023-05-18,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,6.2,1600,9920,Hong Soo Geo
2023-05-31,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,6.1,1600,9760,Lee Jeong Hwa
2023-06-06,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,7.5,1600,12000,Hong Soo Geo
2023-07-10,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,5.7,1500,8550,Choi Cheong So
2023-08-20,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,7.9,1500,11850,Park Ji Hye
2023-08-22,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,4.9,1300,6370,Lee Jeong Hwa
2023-09-06,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,6.3,1300,8190,Lee Jeong Hwa
2023-09-15,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,6.2,1600,9920,Park Ji Hye
2023-10-06,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,4.5,1500,6750,Hong Soo Geo
2024-01-04,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,8.3,1500,12450,Lee Jeong Hwa
2024-01-12,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,7.9,1500,11850,Choi Cheong So
2024-01-16,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,4.2,1500,6300,Kim Jung Je
2024-02-22,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,6.8,1300,8840,Kim Jung Je
2024-03-18,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,8.2,1300,10659,Choi Cheong So
2024-03-28,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,9.8,1300,12740,Choi Cheong So
2024-04-18,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,7.7,1600,12320,Kim Jung Je
2024-05-08,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,6.2,1300,8060,Hong Soo Geo
2024-06-15,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,6.3,1600,10080,Kim Jung Je
2024-06-16,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,5.7,1600,9120,Choi Cheong So
2024-07-04,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,8.0,1600,12800,Park Ji Hye
2024-07-05,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,8.0,1300,10400,Kim Jung Je
2024-07-16,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,7.9,1300,10270,Hong Soo Geo
2024-07-18,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,5.1,1300,6629,Hong Soo Geo
2024-07-21,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,9.5,1600,15200,Lee Jeong Hwa
2024-08-11,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,7.1,1500,10650,Park Ji Hye
2024-08-16,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,9.7,1300,12609,Kim Jung Je
2024-09-03,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,9.0,1600,14400,Choi Cheong So
2024-10-04,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,6.8,1500,10200,Hong Soo Geo
2024-10-23,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,8.3,1600,13280,Park Ji Hye
2024-10-29,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,4.4,1300,5720,Choi Cheong So
2024-11-15,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,6.3,1500,9450,Kim Jung Je
2024-12-18,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,5.4,1300,7020,Choi Cheong So
2025-01-07,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,7.8,1600,12480,Choi Cheong So
2025-02-21,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,6.6,1500,9900,Hong Soo Geo
2025-03-12,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,8.0,1300,10400,Hong Soo Geo
2025-03-23,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,9.7,1500,14549,Kim Jung Je
2025-03-24,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,5.5,1600,8800,Lee Jeong Hwa
2025-04-19,Hotdog Heaven,"Gangnam-gu, Seoul, South Korea, Store Road 99",02-3103-9320,010-3255-2515,SMALL,5.6,1500,8400,Choi Cheong So
2023-05-10,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,12.1,1600,19360,Lee Jeong Hwa
2023-05-14,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,14.2,1500,21300,Kim Jung Je
2023-06-01,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,18.7,1300,24310,Hong Soo Geo
2023-06-14,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,19.3,1600,30880,Kim Jung Je
2023-06-28,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,24.4,1300,31719,Choi Cheong So
2023-07-03,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,24.9,1600,39840,Lee Jeong Hwa
2023-07-30,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,19.4,1600,31039,Lee Jeong Hwa
2023-08-17,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,21.9,1300,28469,Choi Cheong So
2023-08-19,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,15.4,1500,23100,Lee Jeong Hwa
2023-08-30,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,19.7,1500,29550,Park Ji Hye
2023-08-31,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,17.7,1300,23010,Kim Jung Je
2023-09-29,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,18.3,1500,27450,Hong Soo Geo
2023-10-02,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,18.6,1500,27900,Hong Soo Geo
2023-10-12,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,22.0,1600,35200,Kim Jung Je
2023-10-14,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,11.1,1500,16650,Kim Jung Je
2023-10-14,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,22.3,1500,33450,Lee Jeong Hwa
2023-11-16,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,21.4,1500,32099,Lee Jeong Hwa
2023-11-29,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,23.1,1300,30030,Choi Cheong So
2023-11-29,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,19.9,1500,29849,Lee Jeong Hwa
2023-12-14,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,22.0,1500,33000,Hong Soo Geo
2023-12-15,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,15.0,1600,24000,Hong Soo Geo
2024-01-07,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,15.3,1600,24480,Park Ji Hye
2024-01-24,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,14.3,1600,22880,Park Ji Hye
2024-01-25,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,18.9,1500,28349,Hong Soo Geo
2024-01-26,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,21.3,1500,31950,Lee Jeong Hwa
2024-01-26,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,15.9,1600,25440,Lee Jeong Hwa
2024-02-04,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,15.7,1600,25120,Choi Cheong So
2024-02-16,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,20.4,1300,26519,Hong Soo Geo
2024-02-19,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,14.0,1300,18200,Lee Jeong Hwa
2024-02-28,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,21.3,1500,31950,Kim Jung Je
2024-02-28,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,20.5,1500,30750,Lee Jeong Hwa
2024-03-25,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,13.8,1300,17940,Lee Jeong Hwa
2024-05-06,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,11.6,1600,18560,Lee Jeong Hwa
2024-05-08,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,14.3,1300,18590,Lee Jeong Hwa
2024-05-09,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,13.1,1500,19650,Choi Cheong So
2024-06-19,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,22.7,1300,29510,Choi Cheong So
2024-07-03,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,16.6,1500,24900,Kim Jung Je
2024-07-06,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,12.7,1500,19050,Choi Cheong So
2024-07-08,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,12.0,1600,19200,Lee Jeong Hwa
2024-07-17,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,18.7,1300,24310,Kim Jung Je
2024-07-26,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,13.9,1500,20850,Park Ji Hye
2024-07-29,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,18.3,1300,23790,Choi Cheong So
2024-08-18,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,11.5,1600,18400,Choi Cheong So
2024-08-27,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,15.4,1500,23100,Park Ji Hye
2024-09-03,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,18.3,1500,27450,Kim Jung Je
2024-09-04,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,13.3,1500,19950,Park Ji Hye
2024-09-07,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,10.7,1600,17120,Kim Jung Je
2024-09-11,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,22.0,1300,28600,Park Ji Hye
2024-09-22,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,13.3,1500,19950,Kim Jung Je
2024-09-26,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,12.8,1500,19200,Hong Soo Geo
2024-10-01,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,21.3,1500,31950,Choi Cheong So
2024-10-03,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,22.0,1600,35200,Choi Cheong So
2024-10-06,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,22.2,1600,35520,Park Ji Hye
2024-11-01,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,14.8,1600,23680,Choi Cheong So
2024-11-01,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,16.6,1300,21580,Park Ji Hye
2024-12-07,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,20.6,1300,26780,Choi Cheong So
2024-12-16,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,12.5,1600,20000,Park Ji Hye
2024-12-26,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,11.7,1300,15209,Park Ji Hye
2024-12-28,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,11.7,1600,18720,Lee Jeong Hwa
2025-01-08,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,15.2,1500,22800,Lee Jeong Hwa
2025-01-18,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,16.8,1500,25200,Choi Cheong So
2025-02-05,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,10.9,1300,14170,Lee Jeong Hwa
2025-02-10,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,17.3,1500,25950,Lee Jeong Hwa
2025-02-12,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,11.6,1500,17400,Park Ji Hye
2025-02-16,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,24.9,1300,32369,Lee Jeong Hwa
2025-03-05,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,17.3,1500,25950,Choi Cheong So
2025-03-12,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,24.0,1600,38400,Kim Jung Je
2025-03-19,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,12.5,1500,18750,Lee Jeong Hwa
2025-04-01,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,19.2,1600,30720,Park Ji Hye
2025-04-26,Jjajang Express,"Seongbuk-gu, Seoul, South Korea, Store Road 3",02-5971-6518,010-2395-3856,MEDIUM,22.3,1500,33450,Hong Soo Geo
2023-05-16,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,16.7,1600,26720,Lee Jeong Hwa
2023-05-23,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,22.9,1600,36640,Choi Cheong So
2023-06-10,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,16.6,1600,26560,Lee Jeong Hwa
2023-06-11,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,15.8,1600,25280,Hong Soo Geo
2023-06-15,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,18.0,1600,28800,Lee Jeong Hwa
2023-06-23,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,10.5,1500,15750,Park Ji Hye
2023-06-23,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,15.0,1600,24000,Hong Soo Geo
2023-07-04,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,21.7,1500,32550,Kim Jung Je
2023-07-05,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,24.4,1600,39040,Kim Jung Je
2023-07-08,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,12.7,1500,19050,Kim Jung Je
2023-07-11,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,16.5,1600,26400,Park Ji Hye
2023-07-17,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,11.3,1500,16950,Park Ji Hye
2023-08-05,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,19.5,1300,25350,Hong Soo Geo
2023-08-13,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,14.4,1300,18720,Kim Jung Je
2023-09-12,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,11.4,1600,18240,Hong Soo Geo
2023-09-13,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,22.8,1300,29640,Park Ji Hye
2023-09-25,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,14.0,1300,18200,Park Ji Hye
2023-10-13,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,22.5,1600,36000,Park Ji Hye
2023-10-20,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,15.6,1300,20280,Hong Soo Geo
2023-11-06,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,12.6,1300,16380,Choi Cheong So
2023-12-01,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,23.3,1500,34950,Lee Jeong Hwa
2024-01-02,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,18.1,1500,27150,Park Ji Hye
2024-01-15,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,23.2,1600,37120,Park Ji Hye
2024-01-21,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,15.4,1600,24640,Hong Soo Geo
2024-02-09,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,15.8,1300,20540,Hong Soo Geo
2024-02-12,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,19.4,1300,25219,Park Ji Hye
2024-02-17,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,24.7,1600,39520,Kim Jung Je
2024-03-20,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,14.5,1600,23200,Kim Jung Je
2024-03-22,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,19.8,1600,31680,Hong Soo Geo
2024-03-27,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,23.4,1500,35100,Kim Jung Je
2024-04-01,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,10.0,1300,13000,Park Ji Hye
2024-04-12,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,23.3,1500,34950,Choi Cheong So
2024-04-15,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,17.2,1600,27520,Hong Soo Geo
2024-04-25,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,15.7,1500,23550,Hong Soo Geo
